ID	w1	L1	c1	pc	spelling	coca	pcoca	pbnc	psoap	ph3	ph2	ph1	pc1	pc2	pc3	pc4	pc5	pb1	pb2	pb3	pb4	pb5	pb6	pb7	tpcoca	tpbnc	tpsoap	tph3	tph2	tph1	tpc1	tpc2	tpc3	tpc4	tpc5	tpb1	tpb2	tpb3	tpb4	tpb5	tpb6	tpb7	bnc	fs	fh3	fh2	fh1	fc1	fc2	fc3	fc4	fc5	fb1	fb2	fb3	fb4	fb5	fb6	fb7	tcoca	tbnc	tsoap	th3	th2	th1	tc1	tc2	tc3	tc4	tc5	tb1	tb2	tb3	tb4	tb5	tb6	tb7	
771	learning	learning	nn1	0.10	  	53663	115.57	76.44	4.92	31.07	26.36	47.75	21.81	16.34	62.77	45.45	438.59	27.70	11.06	30.43	27.23	120.88	192.54	83.51	0.08	0.31	0.02	0.03	0.04	0.19	0.04	0.07	0.07	0.05	0.28	0.13	0.28	0.50	0.24	0.42	0.38	0.39	7644	492	3034	3148	6252	2084	1478	5998	4169	39941	276	176	221	285	1994	2952	1740	15016	1240	460	1353	1530	2097	1479	1074	3540	2912	6011	105	132	106	125	223	192	357
772	race	race	nn1	0.07	  	53592	115.42	72.40	10.78	88.64	94.87	121.07	156.78	39.78	101.84	160.97	115.51	31.82	37.46	98.46	254.43	57.77	49.24	59.56	0.11	0.33	0.03	0.09	0.10	0.31	0.14	0.10	0.09	0.12	0.15	0.12	0.42	0.55	0.40	0.43	0.36	0.33	7240	1078	8656	11328	15852	14983	3597	9732	14764	10519	317	596	715	2663	953	755	1241	21441	1330	728	3834	3842	3348	5302	1785	4564	6645	3145	100	194	116	209	229	180	302
773	movie	movie	nn1	0.04	  	53531	115.29	17.15	46.07	67.44	12.83	0.01	180.90	78.98	119.39	172.74	20.33	6.32	13.01	61.55	43.66	5.58	5.35	17.61	0.11	0.10	0.12	0.06	0.02	0.00	0.13	0.17	0.10	0.10	0.04	0.04	0.18	0.28	0.18	0.09	0.03	0.08	1715	4607	6586	1532	1	17288	7142	11409	15843	1851	63	207	447	457	92	82	367	19905	409	2742	2763	921	1	5043	3039	5161	5804	858	31	85	60	94	48	16	75
774	hospital	hospital	nn1	0.24	  	53318	114.83	146.61	357.95	120.60	63.50	24.05	118.42	119.50	99.28	146.89	90.48	99.56	107.36	69.95	473.42	127.86	143.75	104.87	0.10	0.41	0.56	0.08	0.07	0.09	0.11	0.19	0.08	0.10	0.10	0.27	0.59	0.59	0.51	0.44	0.31	0.41	14661	35795	11777	7582	3149	11317	10806	9487	13472	8240	992	1708	508	4955	2109	2204	2185	19492	1657	12401	3413	2754	947	4271	3450	4273	5475	2023	236	272	125	265	233	155	371
775	army	army	nn1	0.54	  	53276	114.74	108.48	6.94	179.00	205.43	158.87	120.38	71.24	125.82	158.26	96.56	47.67	79.45	77.53	150.29	237.58	59.29	102.95	0.10	0.35	0.03	0.13	0.18	0.27	0.12	0.14	0.07	0.10	0.10	0.16	0.52	0.54	0.46	0.48	0.27	0.34	10848	694	17480	24529	20802	11504	6442	12023	14515	8793	475	1264	563	1573	3919	909	2145	18764	1427	561	5607	7007	2912	4423	2531	3871	5776	2163	140	240	114	237	255	133	308
776	television	television	nn1	0.08	  	53263	114.71	96.26	12.18	116.19	6.14	0.01	174.09	65.18	97.84	167.95	65.66	81.20	55.94	91.43	200.93	116.70	72.46	101.94	0.14	0.43	0.04	0.10	0.01	0.00	0.21	0.15	0.10	0.14	0.10	0.28	0.44	0.68	0.65	0.52	0.28	0.43	9626	1218	11346	733	1	16637	5894	9349	15404	5979	809	890	664	2103	1925	1111	2124	25977	1738	958	4430	204	1	7897	2676	5119	8087	2198	244	202	143	338	278	141	392
777	author	author	nn1	0.26	  	53195	114.56	42.44	1.77	47.89	66.57	130.25	82.08	43.09	218.19	91.76	133.88	5.62	11.69	63.76	41.66	51.17	68.81	57.79	0.17	0.27	0.01	0.06	0.08	0.27	0.12	0.15	0.26	0.09	0.25	0.04	0.16	0.62	0.32	0.40	0.40	0.31	4244	177	4677	7949	17055	7844	3897	20850	8416	12192	56	186	463	436	844	1055	1204	31575	1091	137	2743	3160	2938	4625	2672	13628	5326	5324	27	74	130	166	216	198	280
778	levels	level	nn2	0.01	  	53112	114.38	118.85	4.69	44.31	14.21	2.44	39.71	12.26	119.32	68.34	335.34	49.68	10.62	99.56	76.24	148.65	232.92	176.48	0.12	0.48	0.02	0.05	0.03	0.02	0.07	0.05	0.11	0.08	0.42	0.24	0.21	0.72	0.46	0.69	0.64	0.60	11885	469	4327	1697	319	3795	1109	11402	6268	30538	495	169	723	798	2452	3571	3677	22861	1930	420	2200	1015	197	2555	784	5974	4509	9039	208	96	151	236	370	319	550
779	committee	committee	nn1	0.53	  	53092	114.34	185.93	4.56	223.13	208.56	96.21	162.56	16.89	76.87	176.13	137.63	193.80	25.27	81.11	243.06	335.55	203.44	214.69	0.11	0.43	0.01	0.17	0.19	0.23	0.14	0.05	0.06	0.13	0.17	0.25	0.21	0.58	0.58	0.59	0.48	0.51	18593	456	21789	24903	12597	15535	1527	7346	16154	12533	1931	402	589	2544	5535	3119	4473	20559	1750	323	7189	7430	2528	5263	696	3418	7481	3701	215	96	122	298	314	241	464
780	jobs	job	nn2	0.04	  	53068	114.29	94.51	15.39	71.75	29.83	2.52	171.46	30.52	103.25	192.11	70.67	117.83	24.39	59.63	209.05	92.63	86.49	115.86	0.13	0.43	0.06	0.09	0.05	0.02	0.15	0.11	0.09	0.15	0.13	0.35	0.39	0.55	0.48	0.57	0.34	0.45	9451	1539	7007	3562	330	16386	2760	9866	17620	6436	1174	388	433	2188	1528	1326	2414	23981	1734	1295	3630	1968	232	5820	1911	4875	8700	2675	305	180	116	248	306	169	410
781	forces	force	nn2	0.06	  	53002	114.15	108.90	5.68	122.61	90.68	53.43	140.80	20.52	91.27	128.38	188.81	26.70	20.05	72.71	114.94	308.70	121.25	77.90	0.11	0.38	0.02	0.12	0.12	0.20	0.13	0.07	0.08	0.10	0.23	0.11	0.31	0.51	0.46	0.59	0.51	0.43	10890	568	11973	10828	6996	13456	1856	8722	11775	17194	266	319	528	1203	5092	1859	1623	20888	1542	477	5241	4859	2207	4967	1106	4389	5514	4912	90	144	108	239	317	254	390
782	value	value	nn1	0.04	  	52968	114.07	172.19	8.02	88.89	121.71	141.69	47.67	24.28	138.97	115.02	245.83	72.56	27.59	135.50	113.31	188.42	302.51	294.74	0.14	0.61	0.03	0.08	0.13	0.37	0.08	0.09	0.13	0.11	0.38	0.31	0.45	0.86	0.54	0.85	0.82	0.72	17219	802	8680	14532	18553	4556	2196	13280	10549	22387	723	439	984	1186	3108	4638	6141	25783	2460	722	3464	5204	4072	2930	1515	6900	6363	8075	269	207	182	280	454	410	658
783	simple	simple	jj	0.06	  	52945	114.02	135.07	73.83	113.97	118.15	123.34	84.76	92.60	177.92	93.13	120.03	83.80	87.94	187.41	69.46	151.68	215.70	162.03	0.19	0.63	0.25	0.10	0.12	0.36	0.15	0.25	0.22	0.12	0.29	0.39	0.79	0.90	0.47	0.77	0.81	0.65	13507	7383	11130	14107	16150	8100	8374	17002	8542	10931	835	1399	1361	727	2502	3307	3376	35041	2559	5570	4195	4859	3884	5629	4653	11750	6786	6223	344	368	190	242	411	407	597
784	career	career	nn1	0.04	  	52920	113.97	74.79	50.48	61.47	46.38	48.26	86.12	40.36	127.95	206.35	108.60	17.06	40.29	132.88	159.37	61.59	45.72	111.25	0.15	0.38	0.17	0.08	0.07	0.22	0.13	0.13	0.13	0.18	0.15	0.12	0.48	0.69	0.50	0.44	0.36	0.44	7479	5048	6003	5538	6319	8230	3650	12227	18926	9890	170	641	965	1668	1016	701	2318	27836	1543	3645	3277	2718	2365	4971	2308	6843	10445	3269	97	222	146	260	236	182	400
785	democratic	democratic	jj	0.67	  	52859	113.84	54.08	0.11	138.51	89.48	51.38	205.05	4.22	72.05	138.39	146.11	13.05	1.26	37.73	46.24	174.54	71.81	24.96	0.10	0.17	0.00	0.13	0.10	0.18	0.18	0.02	0.05	0.10	0.14	0.06	0.04	0.25	0.25	0.30	0.27	0.15	5408	11	13526	10684	6728	19596	382	6885	12693	13306	130	20	274	484	2879	1101	520	18319	678	10	5444	4043	1947	6768	245	2859	5544	2903	48	18	52	129	158	137	136
786	sex	sex	nn1	0.10	  	52771	113.65	80.03	79.71	62.96	31.26	34.09	125.70	72.93	150.31	83.39	133.50	50.48	58.58	120.21	105.10	83.24	131.69	57.74	0.09	0.31	0.20	0.05	0.03	0.12	0.09	0.16	0.08	0.06	0.11	0.13	0.52	0.45	0.38	0.34	0.38	0.26	8003	7971	6148	3732	4464	12013	6595	14363	7648	12157	503	932	873	1100	1373	2019	1203	16805	1253	4370	1966	1261	1293	3560	2867	4521	3416	2441	113	240	95	198	179	190	238
787	since	since	ii	0.20	  	52718	113.54	101.22	42.47	94.50	61.76	24.83	80.99	40.14	122.29	232.22	91.87	42.25	37.59	138.12	190.32	157.80	78.47	110.49	0.19	0.55	0.17	0.15	0.12	0.16	0.15	0.15	0.16	0.26	0.23	0.25	0.60	0.87	0.60	0.71	0.59	0.62	10122	4247	9228	7374	3251	7740	3630	11686	21299	8366	421	598	1003	1992	2603	1203	2302	36510	2237	3697	6550	4937	1794	5916	2725	8437	14606	4826	217	277	183	311	380	297	572
788	stories	story	nn2	0.05	  	52708	113.51	45.52	23.90	64.47	59.61	46.24	143.58	110.77	99.88	106.08	106.48	35.03	48.34	43.24	45.86	58.26	31.31	57.55	0.14	0.33	0.09	0.07	0.07	0.16	0.19	0.26	0.11	0.11	0.15	0.15	0.60	0.56	0.31	0.38	0.24	0.34	4552	2390	6296	7118	6054	13721	10017	9544	9729	9697	349	769	314	480	961	480	1199	27287	1321	1997	2948	2896	1763	7269	4847	5797	6224	3150	124	279	118	163	202	119	316
789	difference	difference	nn1	0.01	  	52617	113.32	110.74	66.84	81.74	88.12	85.51	135.01	56.31	96.89	84.75	193.17	140.81	58.71	92.54	66.12	89.91	245.83	101.80	0.17	0.61	0.24	0.08	0.11	0.30	0.20	0.17	0.13	0.11	0.34	0.53	0.74	0.83	0.43	0.63	0.79	0.56	11074	6684	7982	10522	11197	12902	5092	9259	7773	17591	1403	934	672	692	1483	3769	2121	31448	2457	5225	3474	4198	3314	7675	3199	6947	6315	7312	469	343	176	224	334	398	513
790	window	window	nn1	0.03	  	52606	113.29	97.59	39.61	161.78	177.39	120.57	42.39	367.93	78.61	55.89	29.18	94.54	306.68	72.02	66.02	42.80	21.13	81.30	0.11	0.42	0.13	0.06	0.08	0.18	0.07	0.46	0.08	0.06	0.07	0.28	0.96	0.64	0.35	0.47	0.22	0.37	9759	3961	15798	21181	15787	4051	33272	7512	5126	2657	942	4879	523	691	706	324	1694	20937	1706	2839	2720	3073	1973	2681	8697	4449	3619	1491	247	445	135	181	249	110	339
791	effort	effort	nn1	0.01	  	52590	113.26	74.86	16.58	117.11	119.08	97.48	100.71	56.64	103.40	133.48	172.64	36.43	74.67	74.22	80.26	98.63	67.05	91.24	0.18	0.53	0.07	0.14	0.16	0.35	0.16	0.17	0.14	0.16	0.35	0.21	0.70	0.81	0.44	0.78	0.57	0.61	7486	1658	11436	14219	12764	9624	5122	9881	12242	15722	363	1188	539	840	1627	1028	1901	33311	2164	1449	5917	6238	3768	6083	3203	7281	9346	7398	186	323	171	227	415	284	558
792	sat	sit	vvd	0.08	  	52553	113.18	100.71	12.48	227.90	244.76	179.36	42.61	375.48	76.93	59.07	19.30	55.80	450.93	31.95	36.40	21.95	9.46	58.60	0.12	0.34	0.05	0.08	0.09	0.21	0.08	0.49	0.08	0.07	0.05	0.24	0.95	0.50	0.28	0.26	0.17	0.28	10071	1248	22255	29225	23485	4072	33954	7351	5418	1758	556	7174	232	381	362	145	1221	21778	1386	1133	3218	3735	2278	3105	9371	4093	4098	1111	211	439	106	147	139	83	261
793	sun	sun	nn1	0.30	  	52510	113.09	109.86	23.73	144.37	153.45	187.16	37.18	221.91	170.54	77.46	61.05	56.81	179.01	113.47	65.35	216.06	40.50	90.18	0.12	0.42	0.08	0.07	0.09	0.27	0.06	0.39	0.13	0.07	0.09	0.16	0.89	0.74	0.38	0.58	0.23	0.40	10986	2373	14098	18322	24506	3553	20067	16297	7104	5560	566	2848	824	684	3564	621	1879	22143	1702	1801	3179	3611	2969	2143	7367	6786	3962	1885	139	413	156	198	312	116	368
794	wall	wall	nn1	0.29	  	52502	113.07	106.40	32.04	154.40	124.57	85.34	51.85	273.82	120.72	73.90	49.14	82.70	255.76	131.23	75.29	50.26	48.07	117.11	0.12	0.45	0.12	0.07	0.08	0.19	0.08	0.39	0.11	0.08	0.10	0.26	0.92	0.78	0.45	0.48	0.27	0.41	10640	3204	15078	14874	11174	4955	24761	11536	6778	4475	824	4069	953	788	829	737	2440	23206	1816	2536	3182	3188	2045	3070	7336	6100	4630	2070	226	427	164	231	254	134	380
795	test	test	nn1	0.09	  	52399	112.85	107.31	102.04	66.10	41.77	22.21	84.52	38.51	127.94	92.27	221.31	62.13	18.61	203.94	180.39	79.90	201.67	97.77	0.11	0.44	0.22	0.07	0.06	0.15	0.11	0.10	0.11	0.08	0.24	0.22	0.36	0.74	0.48	0.63	0.59	0.44	10731	10204	6455	4988	2908	8077	3482	12226	8463	20154	619	296	1481	1888	1318	3092	2037	21646	1793	4799	3006	2533	1582	4098	1762	5871	4750	5165	192	166	156	248	334	295	402
796	list	list	nn1	0.06	  	52381	112.81	111.73	71.97	69.50	58.04	35.35	98.10	60.79	141.76	162.02	100.10	116.42	58.20	126.41	107.10	119.49	105.79	165.83	0.16	0.59	0.22	0.08	0.09	0.20	0.14	0.16	0.15	0.16	0.22	0.38	0.60	0.88	0.51	0.77	0.61	0.66	11173	7197	6787	6930	4629	9375	5497	13546	14860	9116	1160	926	918	1121	1971	1622	3455	30301	2380	4926	3365	3608	2160	5270	2870	8243	9244	4674	337	278	185	262	411	305	602
797	rather	rather	rr	0.14	  	52378	112.80	203.21	90.76	165.75	224.38	259.38	126.48	109.28	91.28	67.83	169.99	217.69	322.45	197.47	112.45	172.35	244.85	183.06	0.16	0.68	0.31	0.11	0.15	0.42	0.18	0.27	0.13	0.09	0.34	0.56	0.85	0.90	0.57	0.76	0.82	0.62	20321	9076	16186	26792	33962	12087	9882	8723	6221	15480	2169	5130	1434	1177	2843	3754	3814	30992	2768	6899	4895	5951	4606	6785	4977	6668	5246	7316	501	395	190	296	408	409	569
798	various	various	jj	0.04	  	52368	112.78	151.33	2.54	106.05	131.21	144.63	57.40	55.71	102.60	75.53	275.78	104.78	50.66	147.48	58.38	201.21	277.20	193.52	0.16	0.65	0.01	0.10	0.15	0.40	0.11	0.16	0.14	0.10	0.50	0.40	0.56	0.91	0.44	0.87	0.87	0.77	15133	254	10356	15667	18938	5485	5038	9804	6927	25114	1044	806	1071	611	3319	4250	4032	30743	2637	244	4268	6062	4345	4114	2866	7245	5805	10713	355	261	192	226	464	436	703
799	called	call	vvd	0.01	  	52294	112.62	61.89	144.46	147.78	129.32	88.65	128.76	198.98	89.10	103.72	43.57	54.60	145.07	40.76	65.07	60.81	21.07	49.63	0.17	0.44	0.42	0.12	0.11	0.24	0.20	0.40	0.11	0.13	0.13	0.27	0.90	0.60	0.42	0.53	0.33	0.36	6189	14446	14431	15441	11608	12305	17994	8514	9513	3968	544	2308	296	681	1003	323	1034	31647	1772	9255	5229	4525	2580	7743	7541	6108	7556	2699	234	418	126	217	282	165	330
800	older	old	jjr	0.05	  	52293	112.62	85.98	24.84	84.48	69.29	45.21	67.06	131.34	115.29	108.55	143.13	68.55	91.71	61.69	49.40	115.00	144.15	66.43	0.15	0.47	0.10	0.07	0.07	0.19	0.10	0.31	0.13	0.11	0.20	0.29	0.78	0.67	0.36	0.54	0.53	0.46	8598	2484	8250	8273	5920	6409	11877	11017	9956	13034	683	1459	448	517	1897	2210	1384	27494	1918	2094	3092	2938	2017	3930	5835	6860	6537	4332	258	361	141	185	291	264	418
801	green	green	jj	0.31	  	52115	112.24	94.26	17.96	97.40	94.24	92.45	42.75	168.09	167.13	133.75	51.09	92.94	149.91	154.78	102.90	70.26	34.37	106.93	0.14	0.48	0.06	0.07	0.07	0.19	0.07	0.35	0.15	0.12	0.10	0.29	0.88	0.86	0.48	0.44	0.31	0.49	9426	1796	9511	11253	12105	4085	15200	15971	12267	4653	926	2385	1124	1077	1159	527	2228	25942	1939	1388	2898	2927	2112	2519	6646	7920	6779	2078	255	410	182	251	237	157	447
802	religious	religious	jj	0.06	  	52003	112.00	63.76	1.96	72.30	66.31	119.52	61.97	24.21	110.85	89.80	275.31	22.18	22.00	33.32	29.24	107.36	115.97	81.98	0.08	0.29	0.01	0.06	0.06	0.25	0.07	0.08	0.07	0.07	0.19	0.09	0.33	0.39	0.27	0.48	0.38	0.32	6376	196	7060	7917	15649	5922	2189	10593	8236	25071	221	350	242	306	1771	1778	1708	15839	1187	175	2434	2559	2702	2732	1351	3800	3983	3973	75	155	82	140	254	191	290
803	management	management	nn1	0.20	  	51962	111.91	215.80	4.94	62.05	41.35	33.51	36.40	11.88	114.69	129.75	269.58	104.08	16.59	89.78	174.37	314.58	254.11	418.38	0.11	0.48	0.02	0.06	0.06	0.17	0.05	0.04	0.09	0.12	0.27	0.23	0.22	0.70	0.54	0.70	0.52	0.61	21580	494	6059	4937	4388	3479	1074	10960	11900	24550	1037	264	652	1825	5189	3896	8717	20266	1928	441	2598	2366	1894	2035	665	5044	6694	5828	204	101	147	281	376	261	558
804	quality	quality	nn1	0.07	  	51958	111.90	159.62	11.04	72.97	60.56	48.53	49.51	26.69	130.28	107.90	246.75	102.37	31.49	236.02	141.50	142.10	177.93	296.33	0.14	0.58	0.05	0.07	0.07	0.20	0.08	0.10	0.14	0.12	0.36	0.27	0.50	0.90	0.59	0.71	0.64	0.73	15962	1104	7126	7231	6355	4731	2414	12449	9896	22471	1020	501	1714	1481	2344	2728	6174	26449	2343	992	3097	2850	2177	3088	1739	7354	6653	7615	240	234	190	307	377	322	673
805	approach	approach	nn1	0.02	  	51852	111.67	141.97	7.08	57.18	26.18	37.17	50.19	24.01	106.23	87.66	293.15	47.47	27.78	101.21	74.91	159.20	346.54	183.54	0.14	0.54	0.03	0.07	0.05	0.17	0.09	0.09	0.13	0.11	0.42	0.20	0.46	0.80	0.51	0.76	0.85	0.61	14197	708	5584	3126	4867	4796	2171	10151	8040	26696	473	442	735	784	2626	5313	3824	26538	2206	650	3079	1804	1867	3284	1504	6813	6059	8878	175	215	169	262	404	425	556
806	heard	hear	vvn	0.01	  	51785	111.53	95.40	141.08	156.82	195.75	229.32	180.87	191.22	71.59	74.98	38.32	158.48	210.38	81.80	85.32	52.32	45.20	75.40	0.17	0.56	0.44	0.10	0.14	0.38	0.27	0.40	0.10	0.10	0.11	0.56	0.92	0.76	0.45	0.57	0.47	0.45	9540	14108	15314	23373	30026	17285	17292	6841	6877	3490	1579	3347	594	893	863	693	1571	31585	2272	9565	4142	5619	4089	10295	7634	5445	5822	2389	503	426	160	235	305	235	408
807	ability	ability	nn1	0.01	  	51759	111.47	89.64	9.57	59.45	53.02	45.11	67.85	28.03	118.04	94.67	250.11	38.94	24.39	83.86	65.26	125.01	148.45	122.77	0.16	0.50	0.04	0.07	0.08	0.24	0.12	0.10	0.15	0.12	0.41	0.18	0.42	0.75	0.46	0.71	0.72	0.58	8964	957	5805	6331	5906	6484	2535	11280	8683	22777	388	388	609	683	2062	2276	2558	29966	2017	895	3114	3238	2605	4559	1796	7829	6959	8823	151	195	159	237	381	363	531
808	trade	trade	nn1	0.19	  	51584	111.09	185.68	4.75	110.36	123.15	95.24	91.69	25.54	95.94	142.36	200.82	123.85	33.82	144.59	198.25	350.10	179.82	246.65	0.10	0.49	0.02	0.10	0.13	0.26	0.09	0.08	0.08	0.11	0.17	0.23	0.44	0.73	0.55	0.67	0.49	0.59	18568	475	10777	14705	12470	8762	2310	9168	13057	18288	1234	538	1050	2075	5775	2757	5139	19513	1991	435	4192	5280	2840	3570	1406	4453	6559	3525	200	205	155	287	360	243	541
809	clearly	clearly	rr	0.14	  	51571	111.07	148.97	39.59	88.02	66.76	58.75	142.32	82.77	84.87	73.79	171.47	110.10	113.71	96.12	92.10	164.11	285.55	155.70	0.17	0.62	0.15	0.09	0.10	0.28	0.21	0.22	0.12	0.10	0.38	0.30	0.78	0.82	0.53	0.77	0.90	0.65	14897	3959	8595	7971	7693	13601	7485	8110	6768	15615	1097	1809	698	964	2707	4378	3244	32389	2526	3324	3998	3801	3019	8002	4069	6423	5814	8081	262	364	173	274	409	453	591
810	little	little	da	0.07	  	51506	110.93	134.40	60.47	133.52	151.30	184.09	71.48	95.68	127.18	118.69	142.58	58.11	123.89	144.31	115.80	169.63	189.67	140.34	0.19	0.65	0.21	0.14	0.16	0.45	0.14	0.26	0.17	0.16	0.36	0.34	0.85	0.90	0.61	0.80	0.79	0.67	13440	6047	13039	18066	24104	6831	8652	12153	10886	12984	579	1971	1048	1212	2798	2908	2924	36237	2630	4591	5795	6429	4865	5380	4812	9239	9127	7679	302	393	190	316	425	394	610
811	nice	nice	jj	0.15	  	51450	110.80	125.17	419.77	117.60	94.37	49.37	196.29	182.34	81.66	76.04	15.72	624.67	210.32	94.74	65.54	25.34	8.94	48.86	0.15	0.45	0.75	0.06	0.06	0.14	0.25	0.34	0.11	0.10	0.04	0.60	0.81	0.79	0.39	0.25	0.17	0.33	12517	41977	11484	11268	6465	18758	16489	7803	6974	1432	6224	3346	688	686	418	137	1018	28181	1809	16410	2656	2303	1496	9694	6387	5721	5464	915	540	378	167	200	136	83	305
812	enough	enough	dd	0.02	  	51430	110.76	80.05	122.69	114.57	89.24	56.47	113.65	129.94	133.70	122.43	52.90	118.83	116.28	109.34	89.62	69.66	39.59	71.18	0.19	0.57	0.40	0.11	0.11	0.25	0.19	0.32	0.18	0.16	0.17	0.44	0.86	0.85	0.48	0.64	0.52	0.52	8005	12269	11188	10655	7394	10861	11750	12776	11229	4817	1184	1850	794	938	1149	607	1483	35920	2303	8863	4845	4462	2667	7411	6112	9594	9196	3607	395	400	180	250	342	263	473
813	size	size	nn1	0.03	  	51385	110.66	123.20	12.20	85.80	73.82	60.46	52.04	73.25	163.93	90.41	174.05	106.29	49.15	196.36	56.85	142.22	179.56	161.22	0.15	0.58	0.05	0.08	0.08	0.18	0.09	0.21	0.17	0.11	0.29	0.37	0.65	0.88	0.40	0.78	0.66	0.64	12320	1220	8379	8814	7916	4973	6624	15665	8292	15850	1059	782	1426	595	2346	2753	3359	28781	2350	1085	3562	3193	2010	3314	3916	9296	6156	6099	325	300	186	208	414	329	588
814	indeed	indeed	rr	0.45	  	51303	110.49	182.98	18.76	135.31	174.07	347.01	93.84	73.23	115.33	67.53	203.20	170.12	156.26	123.52	76.72	223.58	310.73	190.30	0.16	0.65	0.07	0.12	0.13	0.46	0.15	0.18	0.15	0.09	0.35	0.41	0.80	0.85	0.51	0.80	0.90	0.64	18298	1876	13213	20784	45436	8968	6622	11021	6194	18505	1695	2486	897	803	3688	4764	3965	29753	2639	1647	5152	5266	5035	5819	3258	7744	5384	7548	360	373	179	263	428	451	585
815	wait	wait	vv0	0.20	  	51215	110.30	76.37	922.71	129.55	139.83	94.88	177.71	203.92	80.15	67.32	21.50	171.12	186.37	63.21	69.56	32.37	13.76	49.68	0.15	0.49	0.93	0.08	0.09	0.23	0.23	0.40	0.11	0.09	0.07	0.46	0.94	0.72	0.40	0.46	0.28	0.41	7637	92271	12651	16696	12423	16983	18440	7659	6174	1958	1705	2965	459	728	534	211	1035	29070	1968	20357	3242	3441	2492	8860	7512	6015	5145	1538	411	437	152	209	247	141	371
816	sound	sound	nn1	0.08	  	51182	110.23	98.40	37.80	162.89	157.85	142.66	64.05	250.80	99.91	67.30	73.18	45.06	214.72	211.10	52.55	70.81	44.16	98.25	0.12	0.45	0.15	0.09	0.11	0.32	0.09	0.42	0.10	0.07	0.12	0.21	0.91	0.72	0.37	0.51	0.41	0.45	9840	3780	15907	18848	18680	6121	22680	9547	6173	6664	449	3416	1533	550	1168	677	2047	23492	1833	3208	3633	4371	3466	3556	8011	5335	3973	2617	178	420	152	190	274	203	416
817	movement	movement	nn1	0.06	  	51054	109.95	130.50	2.20	98.41	110.57	87.44	77.22	50.49	114.28	93.45	215.41	49.18	80.64	110.44	72.04	220.97	205.65	140.29	0.12	0.51	0.01	0.09	0.12	0.29	0.10	0.15	0.11	0.09	0.27	0.18	0.71	0.82	0.48	0.65	0.60	0.54	13050	220	9610	13202	11449	7380	4566	10920	8571	19617	490	1283	802	754	3645	3153	2923	23647	2050	205	3983	4939	3115	3914	2756	5917	5234	5826	153	329	173	248	347	301	499
818	king	king	nn1	0.82	  	50941	109.71	139.78	11.54	166.07	166.61	235.27	155.29	107.41	91.56	110.84	82.07	37.74	151.42	90.47	116.09	218.12	169.32	150.08	0.09	0.36	0.04	0.07	0.09	0.25	0.09	0.13	0.08	0.09	0.10	0.12	0.47	0.71	0.43	0.49	0.34	0.38	13978	1154	16217	19894	30806	14840	9713	8749	10166	7474	376	2409	657	1215	3598	2596	3127	17622	1477	847	3051	3729	2693	3615	2383	4266	5230	2128	102	217	150	225	262	169	352
819	member	member	nn1	0.08	  	50870	109.56	171.00	18.61	99.32	87.61	73.10	124.76	37.92	96.55	154.46	133.16	88.22	41.74	114.98	160.23	220.73	146.95	343.22	0.16	0.58	0.07	0.13	0.14	0.28	0.17	0.12	0.12	0.16	0.25	0.29	0.51	0.84	0.61	0.74	0.64	0.72	17100	1861	9699	10461	9572	11923	3429	9226	14167	12126	879	664	835	1677	3641	2253	7151	29754	2358	1636	5626	5450	3069	6521	2108	6386	9426	5313	252	237	177	315	394	320	663
820	watching	watch	vvg	0.05	  	50867	109.55	61.08	88.36	112.97	88.53	52.90	149.70	212.60	82.10	82.38	21.30	64.94	192.34	57.01	59.81	24.31	10.70	38.20	0.16	0.38	0.30	0.07	0.07	0.17	0.22	0.40	0.11	0.11	0.07	0.26	0.90	0.71	0.36	0.31	0.18	0.31	6108	8836	11032	10571	6926	14306	19225	7845	7556	1940	647	3060	414	626	401	164	796	29484	1525	6540	2945	2612	1821	8517	7510	5932	6123	1402	231	416	149	186	166	90	287
821	set	set	vv0	0.04	  	50862	109.54	109.98	114.34	103.66	107.96	110.38	81.49	106.82	154.11	129.41	74.91	96.45	94.85	153.13	136.63	108.46	90.34	134.96	0.18	0.68	0.36	0.11	0.12	0.32	0.15	0.28	0.19	0.16	0.22	0.43	0.82	0.95	0.58	0.84	0.77	0.72	10998	11434	10123	12891	14453	7788	9660	14727	11869	6822	961	1509	1112	1430	1789	1385	2812	34851	2754	7999	4855	4825	3461	5749	5321	9870	9250	4661	378	379	200	302	447	387	661
822	entire	entire	jj	0.01	  	50815	109.44	46.33	92.99	91.01	88.94	86.05	100.82	101.10	133.33	91.05	120.22	14.15	44.38	62.10	45.77	55.05	48.27	57.98	0.18	0.42	0.32	0.10	0.13	0.34	0.18	0.26	0.18	0.13	0.31	0.12	0.47	0.71	0.43	0.61	0.50	0.46	4633	9299	8887	10620	11267	9635	9142	12741	8351	10948	141	706	451	479	908	740	1208	34901	1682	7010	4451	5299	3648	6951	4767	9459	7175	6549	99	217	150	222	325	250	419
823	public	public	nn1	0.11	  	50767	109.33	93.15	14.89	100.80	118.96	102.19	145.63	17.00	94.41	143.94	143.77	61.02	16.78	96.39	156.40	115.25	119.30	113.89	0.15	0.48	0.06	0.12	0.16	0.37	0.19	0.07	0.11	0.16	0.25	0.24	0.31	0.77	0.59	0.68	0.53	0.56	9315	1489	9843	14204	13380	13917	1537	9022	13202	13093	608	267	700	1637	1901	1829	2373	28466	1958	1249	5195	6472	4050	7264	1086	5716	9033	5367	206	146	163	304	362	264	513
