TS,soundSpel,note,Rondthaler,SSmatchRond,pronunciation,longNote,multipleTS,multipleSS,alternatives,British
trumpeters’,trumeters’,,,NA,,,,,,
trumpeter’s,trumpeter’s,,,NA,,,,,,
trumpeting,trumpeting,,trumpeting,T,,,,,,
trumpets,trumpets,,trumpets,T,,,,,,
trumping,trumping,,,NA,,,,,,
trumps,trumps,,trumps,T,,,,,,
trundle,trundl,,trundl,T,,,,,,
trundled,trundld,,,NA,,,,,,
trundles,trundls,,,NA,,,,,,
trundling,trundling,,trundling,T,,,,,,
trunk,trunk,,trunk,T,,,,,,
trunks,trunks,,trunks,T,,,,,,
trust,trust,,trust,T,,,,,,
trusted,trusted,,trusted,T,,,,,,
trustee,trustee,,trustee,T,,,,,,
trustees,trustees,,trustees,T,,,,,,
trustier,trustyer,,,NA,,,,,,
trusties,trustys,,,NA,,,,,,
trustiest,trustyest,,,NA,,,,,,
trusting,trusting,,trusting,T,,,,,,
trustingly,trustingly,,trustingly,T,,,,,,
trusts,trusts,,trusts,T,,,,,,
trustworthiness,trustwurthynes,,trustwerthynes,F,,,,,,
trustworthy,trustwurthy,,trustwerthy,F,,,,,,
trusty,trusty,,,NA,,,,,,
truth,trooth,,trooth,T,,,,,,
try,tri,,tri,T,,,,,,
trying,trieing,,trieing,T,,,,,,
tuba,tooba,*,tooba,T,,,,,,
tubas,toobas,,,NA,,,,,,
tube,tueb,,tueb,T,,,,,,
tubes,tuebs,,tuebs,T,,,,,,
tubist,toobist,,,NA,,,,,,
tubists,toobists,,,NA,,,,,,
tubists’,toobists’,*,,NA,,,,,,
tubist’s,toobist’s,,,NA,,,,,,
tuck,tuk,,tuk,T,,,,,,
tucked,tukt,,tukt,T,,,,,,
tucking,tuking,,tuking,T,,,,,,
tucks,tuks,,tuks,T,,,,,,
tug,tug,,tug,T,,,,,,
tugged,tugd,,tugd,T,,,,,,
tugging,tuging,,tuging,T,,,,,,
tugs,tugs,,,NA,,,,,,
tuition,tueishon,,tueishun,F,,,,,,
tuitions,tueishons,,,NA,,,,,,
tulip,toolip,,toolip,T,,,,,,
tulips,toolips,,toolips,T,,,,,,
tumble,tumbl,,tumbl,T,,,,,,
tumbled,tumbld,,tumbld,T,,,,,,
tumbler,tumbler,,tumbler,T,,,,,,
tumblers,tumblers,,tumblers,T,,,,,,
tumbles,tumbls,,tumbls,T,,,,,,
tumbling,tumbling,,tumbling,T,,,,,,
tumor,tuemor,,tuemor,T,,,,,,
tumors,tuemors,,tuemors,T,,,,,,
tumult,toomult,,toomult,T,,,,,,
tumults,toomults,,,NA,,,,,,
tumultuous,toomulchuos,,toomulchuos,T,,,,,,
tumultuously,toomulchuosly,,,NA,,,,,,
tundra,tundra,,,NA,,,,,,
tundras,tundras,,,NA,,,,,,
tune,tuen,,tuen,T,,,,,,
tuned,tuend,,tuend,T,,,,,,
tuneful,tuenful,,tuenful,T,,,,,,
tunefully,tuenfuly,,,NA,,,,,,
tuneless,tuenles,,tuenles,T,,,,,,
tunelessly,tuenlesly,,tuenlesly,T,,,,,,
tuner,tuener,,,NA,,,,,,
tuners,tueners,,,NA,,,,,,
tunes,tuens,,tuens,T,,,,,,
tungsten,tungsten,,tungsten,T,,,,,,
tuning,tuening,,tuening,T,,,,,,
turbine,turbien,,terbin,F,,,,,,
turbines,turbiens,,terbins,F,,,,,,
tureen,tereen,,,NA,,,,,,
tureens,tereens,,,NA,,,,,,
turn,turn,,tern,F,,,,,,
turned,turnd,,ternd,F,,,,,,
turner,turner,,terner,F,,,,,,
turning,turning,,terning,F,,,,,,
turnip,turnip,,ternip,F,,,,,,
turnips,turnips,,ternips,F,,,,,,
turns,turns,,terns,F,,,,,,
tutor,tuetor,,tuetor,T,,,,,,
tutorial,tuetorial,,tuetorial,T,,,,,,
tutorials,tuetorials,,tuetorials,T,,,,,,
tutors,tuetors,,tuetors,T,,,,,,
two,too,,too,T,,,,,,
twos,toos,,toos,T,,,,,,
tying,tieing,,tieing,T,,,,,,
type,tiep,,tiep,T,,,,,,
typed,tiept,,tiept,T,,,,,,
types,tieps,,tieps,T,,,,,,
typing,tieping,,tieping,T,,,,,,
typist,tiepist,,tiepist,T,,,,,,
typists,tiepists,,tiepists,T,,,,,,
typologies,tiepolojys,,,NA,,,,,,
typology,tiepolojy,,tiepolojy,T,,,,,,
tyre,tier,,,NA,,,,,,
tyres,tiers,,,NA,,,,,,
U [ue],U [ue],,,NA,,,,,,
ubiquitous,uebiqitus,,uebiqitus,T,,,,,,
ubiquity,uebiqity,,uebiqity,T,,,,,,
udder,uder,,uder,T,,,,,,
udders,uders,,,NA,,,,,,
uglier,uglyer,,uglyer,T,,,,,,
ugliest,uglyest,,,NA,,,,,,
ugly,ugly,,ugly,T,,,,,,
ukelele,uekelaely,,uekelaely,T,,,,,,
ukeleles,uekelaelys,,,NA,,,,,,
ulcer,ulser,,ulser,T,,,,,,
ulcerated,ulseraeted,,ulseraeted,T,,,,,,
ulceration,ulseraeshon,,,NA,,,,,,
ulcerations,ulseraeshons,,ulseraeshuns,F,,,,,,
ulcerative,ulseraetiv,,ulseraetiv,T,,,,,,
ulcerous,ulserus,,ulserus,T,,,,,,
ulcers,ulsers,,ulsers,T,,,,,,
ulemia’s,uereemia’s,,,NA,,,,,,
ulterior,ulteerior,,ulteerior,T,,,,,,
ultimate,ultimat,,ultimet,F,,,,,,
ultimately,ultimatly,*,ultimetly,F,,,,,,
ultimatum,ultimaetum,,ultimaetum,T,,,,,,
ultimatums,ultimaetums,,,NA,,,,,,
ultimo,ultimo,,ultimo,T,,,,,,
ultimos,ultimoes,,,NA,,,,,,
ultramarine,ultramareen,,ultramareen,T,,,,,,
ultramodern,ultramodern,,ultramodern,T,,,,,,
ultrasonic,ultrasonik,,ultrasonic,F,,,,,,
ultraviolet,ultravieolet,,ultravieolet,T,,,,,,
umber,umber,,umber,T,,,,,,
umbrage,umbrej,,umbrej,T,,,,,,
umbrageous,umbraejus,,umbraejus,T,,,,,,
umbrella,umbrela,,umbrela,T,,,,,,
umbrellas,umbrelas,,umbrelas,T,,,,,,
umlaut,oomlaut,,oomlout,F,,,,,,
umlauts,oomlauts,,,NA,,,,,,
umpire,umpier,,umpier,T,,,,,,
umpires,umpiers,,,NA,,,,,,
umpire’s,umpier’s,,,NA,,,,,,
unabashed,unabasht,,unabasht,T,,,,,,
unabashedly,unabashedly,,,NA,,,,,,
unabated,unabaeted,,unabaeted,T,,,,,,
unable,unaebl,,unaebl,T,,,,,,
unabled,unaebld,,,NA,,,,,,
unables,unaebls,,,NA,,,,,,
unabling,unaebling,,,NA,,,,,,
unabridged,unabrijd,,unabrijd,T,,,,,,
unacceptable,unakseptabl,,unacseptabl,F,,,,,,
unaccompanied,unacumpanyd,,unacumpanyd,T,,,,,,
unaccountable,unacountabl,,unacountabl,T,,,,,,
unaccountably,unacountably,,unacountably,T,,,,,,
unaccustomed,unacustomd,,unacustomd,T,,,,,,
unachievable,unacheevabl,,unacheevabl,T,,,,,,
unachieved,unacheevd,,unacheevd,T,,,,,,
unacknowledged,unaknolejd,,unaknolejd,T,,,,,,
unacquainted,unaqaented,,unaqaented,T,,,,,,
unadjusted,unajusted,,unajusted,T,,,,,,
unadorned,unadornd,,unadornd,T,,,,,,
unadulterated,unadulteraeted,,unadulteraeted,T,,,,,,
unaesthetic,unesthetik,,,NA,,,,,,
unaffected,unafekted,,unafected,F,,,,,,
unafraid,unafraed,,unafraed,T,,,,,,
unaggresive,unagresiv,,,NA,,,,,,
unaided,unaeded,,unaeded,T,,,,,,
unalienable,unaeli’enabl,,unaeluenabl,F,,,,,,
unaligned,unaliend,,unaliend,T,,,,,,
unalive,unaliev,,unaliev,T,,,,,,
unallocable,unaloecabl,,unalocabl,F,,,,,,
unalloyed,unaloyd,,unaloyd,T,,,,,,
unalterable,unaulterabl,,unallterabl,F,,,,,,
unambiguity,unambigueity,,unambigueity,T,,,,,,
unambiguous,unambigueus,,unambigueus,T,,,,,,
unambiguously,unambigueusly,,unambigueusly,T,,,,,,
unamused,unamuezd,,unamuezd,T,,,,,,
unanalyzed,unanaliezd,,unanaliezd,T,,,,,,
unanimaty,uenanimaty,,,NA,,,,,,
unanimous,uenanimus,,uenanimus,T,,,,,,
unanimously,uenanimusly,,uenanimusly,T,,,,,,
unannounced,unanounst,,unanounst,T,,,,,,
unanswerable,unanserabl,,,NA,,,,,,
unanswerably,unanserably,,,NA,,,,,,
unanswered,unanserd,,unanserd,T,,,,,,
unanswering,unansering,,,NA,,,,,,
unappeasable,unapeezabl,,unapeezabl,T,,,,,,
unappeasably,unapeezably,,unapeezably,T,,,,,,
unappreciated,unapreeshiaeted,,unaprishiaeted,F,,,,,,
unarm,unarm,,,NA,,,,,,
unarmed,unarmd,,unarmd,T,,,,,,
unarming,unarming,,,NA,,,,,,
unarms,unarms,,,NA,,,,,,
unashamed,unashaemd,,unashaemd,T,,,,,,
unashamedly,unashaemedly,,unashaemdly,F,,,,,,
unasked,unaskt,,unaskt,T,,,,,,
unasking,unasking,,,NA,,,,,,
unassisted,unasisted,,unasisted,T,,,,,,
unassuming,unasueming,,unasooming,F,,,,,,
unassumingly,unasuemingly,,,NA,,,,,,
unasteristicked,NO_TRANSLATION,!,,NA,,,,,,
unathenticate,unauthenticaet,,,NA,,,,,,
unattached,unatacht,,unatacht,T,,,,,,
unattainable,unataenabl,,unataenabl,T,,,,,,
unattainably,unataenably,,,NA,,,,,,
unattended,unatended,,unatended,T,,,,,,
unattending,unatending,,unatending,T,,,,,,
unattractive,unatraktiv,,unatractiv,F,,,,,,
unattractively,unatraktivly,,,NA,,,,,,
unattractiveness,unatraktivnes,,,NA,,,,,,
unauthentic,unauthentik,,unauthentic,F,,,,,,
unauthenticated,unauthenticaeted,,,NA,,,,,,
unauthenticates,unauthenticaets,,,NA,,,,,,
unauthenticating,unauthenticaeting,,,NA,,,,,,
unauthorized,unauthoriezd,,unauthoriezd,T,,,,,,
unavailability,unavaelability,,unavaelability,T,,,,,,
unavailable,unavaelabl,,unavaelabl,T,,,,,,
unavailably,unavaelably,,,NA,,,,,,
unavailing,unavaeling,,unavaeling,T,,,,,,
unavoidable,unavoidabl,,unavoidabl,T,,,,,,
unavoidably,unavoidably,,unavoidably,T,,,,,,
unaware,unawaer,,unawair,F,,,,,,
unawareness,unawaernes,,unawairnes,F,,,,,,
unawares,unawaers,,,NA,,,,,,
unbalance,unbalanss,,unbalans,F,,,,,,
unbalanced,unbalanst,,unbalanst,T,,,,,,
unbearable,unbaerabl,,unbairabl,F,,,,,,
unbearably,unbaerably,,unbairably,F,,,,,,
unbeatable,unbeetabl,,,NA,,,,,,
unbeatably,unbeetably,,,NA,,,,,,
unbeaten,unbeeten,,,NA,,,,,,
unbecoming,unbecuming,,unbecuming,T,,,,,,
unbefriended,NO_TRANSLATION,!,unbefrended,F,,,,,,
unbegun,unbegun,*,,NA,,,,,,
unbeknownst,NO_TRANSLATION,!,unbenoenst,F,,,,,,
unbelief,unbeleef,,unbeleef,T,,,,,,
unbelievable,NO_TRANSLATION,!,unbeleevabl,F,,,,,,
unbelievably,NO_TRANSLATION,!,unbeleevably,F,,,,,,
unbeliever,unbeleever,,unbeleever,T,,,,,,
unbelievers,unbeleevers,,,NA,,,,,,
unbelieving,unbeleeving,,unbeleeving,T,,,,,,
unbend,unbend,,unbend,T,,,,,,
unbending,unbending,,unbending,T,,,,,,
unbends,unbends,,,NA,,,,,,
unbent,unbent,,unbent,T,,,,,,
unbiased,unbieast,,unbieast,T,,,,,,
unbidden,unbiden,,unbiden,T,,,,,,
unbind,unbiend,,,NA,,,,,,
unbinding,unbiending,,,NA,,,,,,
unbinds,unbiends,,,NA,,,,,,
unblemished,unblemisht,,unblemisht,T,,,,,,
unblinkingly,unblinkingly,,unblinkingly,T,,,,,,
unblushing,unblushing,,unblushing,T,,,,,,
unborn,unborn,,unborn,T,,,,,,
unbosom,unbuuzom,,unbuuzom,T,,,,,,
unbosomed,unbuuzomd,,,NA,,,,,,
unbosoming,unbuuzoming,,,NA,,,,,,
unbosoms,unbuuzoms,,,NA,,,,,,
unbound,unbound,,unbound,T,,,,,,
unbounded,unbounded,,unbounded,T,,,,,,
unbounding,unboundingn,,unbounding,F,,,,,,
unbreakable,unbraekabl,,unbraekabl,T,,,,,,
unbreakably,unbraekably,,,NA,,,,,,
unbridled,unbriedld,,unbriedld,T,,,,,,
unbroken,unbroeken,,unbroeken,T,,,,,,
unbuilt,unbilt,,unbilt,T,,,,,,
unburden,unburden,,,NA,,,,,,
unburdened,unburdend,,unberdend,F,,,,,,
unburdening,unburdening,,,NA,,,,,,
unburdens,unburdens,,,NA,,,,,,
unburied,unberryd,,unberryd,T,,,,,,
unburned,unburnd,,unbernd,F,,,,,,
unbutton,unbuton,,unbuton,T,,,,,,
unbuttoned,unbutond,,,NA,,,,,,
unbuttoning,unbutoning,,,NA,,,,,,
unbuttons,unbutons,,,NA,,,,,,
uncalled,uncauld,,uncalld,F,,,,,,
uncanny,uncany,,uncany,T,,,,,,
uncap,uncap,,uncap,T,,,,,,
uncapped,uncapt,,,NA,,,,,,
uncapping,uncaping,,,NA,,,,,,
uncaps,uncaps,,,NA,,,,,,
uncaring,uncaering,,uncairing,F,,,,,,
uncaringly,uncaeringly,,,NA,,,,,,
uncaused,uncauzd,,uncauzd,T,,,,,,
unceasing,unseesing,,unseesing,T,,,,,,
unceasingly,unseesingly,,unseesingly,T,,,,,,
unceremonious,unseremoenius,,,NA,,,,,,
unceremoniously,unseremoeniusly,,,NA,,,,,,
uncertain,unsurten,,unsertan,F,,,,,,
uncertainly,unsurtenly,,unsertanly,F,,,,,,
uncertainties,unsurtentys,,unsertantys,F,,,,,,
uncertainty,unsurtenty,,unsertanty,F,,,,,,
uncertified,unsurtified,,unsertified,F,,,,,,
unchallenged,unchalenjd,,unchalenjd,T,,,,,,
unchangeable,unchaenjabl,,unchaenjabl,T,,,,,,
unchanged,unchaenjd,,unchaenjd,T,,,,,,
unchanging,unchaenjing,,unchaenjing,T,,,,,,
unchargeable,uncharjabl,,,NA,,,,,,
uncharged,uncharjd,,uncharjd,T,,,,,,
uncharitable,unchaeritabl,,uncharritabl,F,,,,,,
uncharted,uncharted,,uncharted,T,,,,,,
unchecked,unchekt,,unchekt,T,,,,,,
unchristian,uncrischan,,unkrischan,F,,,,,,
uncircumcision,unsurcumsizhon,,unsercumsizhun,F,,,,,,
uncircumcized,unsurcumsiezd,,,NA,,,,,,
uncivil,unsivil,,unsivil,T,,,,,,
uncivilized,unsiviliezd,,unsiviliezd,T,,,,,,
uncivily,unsivily,,,NA,,,,,,
unclaimed,unclaemd,,unclaemd,T,,,,,,
unclasped,unclaspt,,unclaspt,T,,,,,,
unclasping,unclasping,,unclasping,T,,,,,,
uncle,unkl,,unkl,T,,,,,,
unclean,uncleen,,uncleen,T,,,,,,
uncleansed,unclenzd,,unclenzd,T,,,,,,
unclear,uncleer,,uncleer,T,,,,,,
unclearly,uncleerly,,,NA,,,,,,
unclenched,unclencht,,unclencht,T,,,,,,
uncles,unkls,,unkls,T,,,,,,
unclouded,unclouded,,unclouded,T,,,,,,
uncluttered,uncluterd,,uncluterd,T,,,,,,
uncoil,uncoil,,,NA,,,,,,
uncoiled,uncoild,,uncoild,T,,,,,,
uncoiling,uncoiling,,uncoiling,T,,,,,,
uncoils,uncoils,,,NA,,,,,,
uncolored,unculord,,unculord,T,,,,,,
uncomfortable,uncumfortabl,,uncumfortabl,T,,,,,,
uncomfortably,uncumfortably,,uncumfortably,T,,,,,,
uncomforted,uncumforted,,uncumforted,T,,,,,,
uncommited,uncomited,,,NA,,,,,,
uncommon,uncomon,,uncomon,T,,,,,,
uncommonly,uncomonly,,uncomonly,T,,,,,,
uncommunicative,uncomuenicaetiv,,uncomuenicaetiv,T,,,,,,
uncomplaining,uncomplaening,,,NA,,,,,,
uncomplainingly,uncomplaeningly,,uncomplaeningly,T,,,,,,
uncomplimentary,uncomplimentaery,,uncomplimentery,F,,,,,,
uncompromised,uncompromiezd,,,NA,,,,,,
uncompromising,uncompromiezing,,uncompromiezing,T,,,,,,
unconcern,unconsurn,,unconsern,F,,,,,,
unconcerned,unconsurnd,,unconsernd,F,,,,,,
unconcernedly,unconsurnedly,,unconsernedly,F,,,,,,
unconditional,uncondishonal,,uncondishunal,F,,,,,,
unconditionally,uncondishonaly,,uncondishunaly,F,,,,,,
unconditioned,uncondishond,,uncondishund,F,,,,,,
unconfirmed,unconfurmd,,,NA,,,,,,
unconnectable,unconektabl,,,NA,,,,,,
unconnected,unconekted,,unconected,F,,,,,,
unconquerable,unconkerabl,,unconkerabl,T,,,,,,
unconquerably,unconkerably,,,NA,,,,,,
unconquered,unconkerd,,,NA,,,,,,
unconscionable,unconshonabl,,unconshunabl,F,,,,,,
unconscionably,unconshonably,,,NA,,,,,,
unconscious,unconshus,,unconshus,T,,,,,,
unconsciously,unconshusly,,unconshusly,T,,,,,,
unconstitutional,unconstitueshonal,,unconstitueshuna,F,,,,,,
unconstitutionally,unconstitueshonaly,,,NA,,,,,,
unconsumated,unconsuemaeted,,,NA,,,,,,
uncontested,uncontested,,,NA,,,,,,
uncontrived,uncontrievd,,,NA,,,,,,
uncontrollable,uncontroelabl,,uncontroelabl,T,,,,,,
uncontrollably,uncontroelably,,,NA,,,,,,
uncontrolled,uncontroeld,,uncontroeld,T,,,,,,
unconvinced,unconvinst,,,NA,,,,,,
unconvincing,unconvinsing,,unconvinsing,T,,,,,,
uncountable,uncountabl,,,NA,,,,,,
uncounted,uncounted,,uncounted,T,,,,,,
uncouth,uncooth,,uncooth,T,,,,,,
uncouthly,uncoothly,,,NA,,,,,,
uncritical,uncritikal,,uncritical,F,,,,,,
uncritically,uncritikaly,,uncriticaly,F,,,,,,
uncured,uncuerd,,,NA,,,,,,
uncurl,uncurl,,,NA,,,,,,
uncurled,uncurld,,uncurld,T,,,,,,
uncurling,uncurling,,,NA,,,,,,
uncurls,uncurls,,,NA,,,,,,
undamaged,undamejd,,undamejd,T,,,,,,
undated,undaeted,,undaeted,T,,,,,,
undaunted,undaunted,,undaunted,T,,,,,,
undauntedly,undauntedly,,,NA,,,,,,
undead,unded,,,NA,,,,,,
undeceived,undeseevd,,,NA,,,,,,
undeceivingly,undeseevingly,,,NA,,,,,,
undeclared,undeclaerd,,undeclaird,F,,,,,,
undecorated,undecoraeted,,undecoraeted,T,,,,,,
undefined,undefiend,,undefiend,T,,,,,,
undeleted,undeleeted,,,NA,,,,,,
undemanding,undemanding,,,NA,,,,,,
under,under,,under,T,,,,,,
underachiever,underacheever,,,NA,,,,,,
underachievers,underacheevers,,underacheevers,T,,,,,,
underachieving,underacheeving,,,NA,,,,,,
underage,underaej,,underaej,T,,,,,,
underaged,underaejd,,underaejd,T,,,,,,
underbedding,underbeding,,underbeding,T,,,,,,
underbelly,underbely,,underbely,T,,,,,,
underbracing,underbraesing,,underbraesing,T,,,,,,
underbrush,underbrush,,underbrush,T,,,,,,
undercharge,undercharj,,,NA,,,,,,
undercharged,undercharjd,,,NA,,,,,,
undercharges,undercharjes,,,NA,,,,,,
undercharging,undercharjing,,,NA,,,,,,
underclassman,underclasman,,underclasman,T,,,,,,
underclassmen,underclasmen,,,NA,,,,,,
underclothes,undercloeths,,undercloeths,T,,,,,,
undercover,undecuver,,undercuver,F,,,,,,
undercurrent,undercurent,,undercurent,T,,,,,,
undercurrents,undercurents,,,NA,,,,,,
undercut,undercut,,undercut,T,,,,,,
undercuts,undercuts,,,NA,,,,,,
undercutting,undercuting,,,NA,,,,,,
underdevelop,underdevelop,,underdevelop,T,,,,,,
underdeveloped,underdevelopt,,underdevelopt,T,,,,,,
underdeveloping,underdeveloping,,underdeveloping,T,,,,,,
underdevelopment,underdevelopment,,underdevelopment,T,,,,,,
underdevelops,underdevelops,,underdevelops,T,,,,,,
underdog,underdog,,underdaug,F,,,,,,
underdogs,underdogs,,underdaugs,F,,,,,,
underdone,underdun,,,NA,,,,,,
undereducate,underejucaet,,underedjucaet,F,,,,,,
undereducated,underejucaeted,*,underedjucaeted,F,,,,,,
underestimate,underestimaet,,underestimaet,T,,,,,,
underestimated,underestimaeted,,underestimaeted,T,,,,,,
underestimates,underestimaets,,underestimaets,T,,,,,,
underestimating,underestimaeting,,underestimaeting,T,,,,,,
underestimation,underestimaeshon,,,NA,,,,,,
underestimations,underestimaeshons,,,NA,,,,,,
underfoot,underfuut,,underfuut,T,,,,,,
undergird,undergurd,,undergerd,F,,,,,,
undergirded,undergurded,,,NA,,,,,,
undergirding,undergurding,,undergerding,F,,,,,,
undergirds,undergurds,,,NA,,,,,,
underglaze,underglaez,,underglaez,T,,,,,,
undergo,undergo,,undergo,T,,,,,,
undergoes,undergoes,,undergoes,T,,,,,,
undergoing,undergoing,,undergoing,T,,,,,,
undergone,undergon,,undergon,T,,,,,,
undergraduate,undergrajuat,,undergrajuit,F,,,,,,
undergraduates,undegrajuats,,undergradjuits,F,,,,,,
undergraduates’,undergrajuats’,,,NA,,,,,,
undergraduate’s,undergrajuat’s,,,NA,,,,,,
underground,underground,,underground,T,,,,,,
undergrowth,undergroeth,,undergroeth,T,,,,,,
underhand,underhand,,,NA,,,,,,
underhanded,underhanded,,underhanded,T,,,,,,
underhandedly,underhandedly,,underhandedly,T,,,,,,
underlain,underlaen,,,NA,,,,,,
underlay,underlae,,underlae,T,,,,,,
underlie,underlie,,underli,F,,,,,,
underlies,underlies,,underlies,T,,,,,,
underline,underlien,,underlien,T,,,,,,
underlined,underliend,,underliend,T,,,,,,
underlines,underliens,,,NA,,,,,,
underlining,underliening,,underliening,T,,,,,,
underlying,underlieing,,underlieing,T,,,,,,
undermine,undermien,,undermien,T,,,,,,
undermined,undermiend,,undermiend,T,,,,,,
undermines,undermiens,,,NA,,,,,,
undermining,undermiening,,undermiening,T,,,,,,
underneath,underneeth,,underneeth,T,,,,,,
underpaid,underpaed,,underpaed,T,,,,,,
underpass,underpas,,underpas,T,,,,,,
underpasses,underpases,,,NA,,,,,,
underpay,underpae,,underpay,F,,,,,,
underpaying,underpaeing,,underpaying,F,,,,,,
underpayment,underpaement,,,NA,,,,,,
underpayments,underpaements,,,NA,,,,,,
underpays,underpaes,,,NA,,,,,,
underpin,underpin,,,NA,,,,,,
underpinned,underpind,,,NA,,,,,,
underpinning,underpining,,underpining,T,,,,,,
underpins,underpins,,underpins,T,,,,,,
underplay,underplae,,,NA,,,,,,
underplayed,underplaed,,underplayd,F,,,,,,
underplaying,underplaeing,,,NA,,,,,,
underplays,underplaes,,,NA,,,,,,
underprivileged,underprivilejd,,underprivilejd,T,,,,,,
underrate,under-raet,,under-raet,T,,,,,,
underrated,under-raeted,,under-raeted,T,,,,,,
underrates,under-raets,,under-raets,T,,,,,,
underrating,under-raeting,,under-raeting,T,,,,,,
underreport,under-report,,,NA,,,,,,
underreported,under-reported,,,NA,,,,,,
underscore,underscor,,underscor,T,,,,,,
underscored,underscord,,underscord,T,,,,,,
underscores,underscors,,,NA,,,,,,
underscoring,underscoring,,underscoring,T,,,,,,
undersea,undersee,,undersee,T,,,,,,
undersecretaries,undersecretaery,,,NA,,,,,,
undersecretaries’,undersecretaery’s,,,NA,,,,,,
undersecretary,undersecretaery,,undersecretairy,F,,,,,,
undersecretary’s,undersetretaerys’,,,NA,,,,,,
undersell,undersel,,undersel,T,,,,,,
underselling,underseling,,underseling,T,,,,,,
undersells,undersels,,undersels,T,,,,,,
underserve,undersurv,,,NA,,,,,,
underserved,undersurvd,,,NA,,,,,,
underserves,undersurvs,,,NA,,,,,,
underserving,underserving,,,NA,,,,,,
undershirt,undershurt,,undershert,F,,,,,,
undershirts,undershurts,,undersherts,F,,,,,,
undershirt’s,undeshurt’s,,,NA,,,,,,
undersize,undersiez,,undersiez,T,,,,,,
undersized,undersized,,undersiezd,F,,,,,,
undersold,undesoeld,,undersoeld,F,,,,,,
understand,understand,,understand,T,,,,,,
understanding,understanding,,understanding,T,,,,,,
understandingly,understandingly,,understandingly,T,,,,,,
understands,understands,,understands,T,,,,,,
understate,understaet,,,NA,,,,,,
understated,understaeted,,understaeted,T,,,,,,
understatement,understaetment,,understaetment,T,,,,,,
understatements,understaetments,,,NA,,,,,,
understates,understaets,,understaets,T,,,,,,
understating,understaeting,,,NA,,,,,,
understood,understuud,,understuud,T,,,,,,
understudies,understudys,,,NA,,,,,,
understudy,understudy,,understudy,T,,,,,,
undertake,undertaek,,undertaek,T,,,,,,
undertaken,undertaeken,,undertaeken,T,,,,,,
undertaker,undertaeker,,undertaeker,T,,,,,,
undertakers,undertaekers,,undertaekers,T,,,,,,
undertakes,undertaeks,,undertaeks,T,,,,,,
undertaking,undertaeking,,undertaeking,T,,,,,,
undertakings,undertaekings,,undertaekings,T,,,,,,
undertone,undertoen,,undertoen,T,,,,,,
undertones,undertoens,,undertoens,T,,,,,,
undertook,undertuuk,,undertuuk,T,,,,,,
undertow,undertoe,,undertoe,T,,,,,,
undertows,undertoes,,,NA,,,,,,
underused,underuezd,,,NA,,,,,,
undervalue,undervalue,,undervalue,T,,,,,,
undervalued,undervalued,,undervalued,T,,,,,,
undervalues,undervalues,,,NA,,,,,,
undervaluing,undervalueing,,,NA,,,,,,
underwater,underwauter,,underwauter,T,,,,,,
underway,underwae,,underway,F,,,,,,
underwear,underwaer,,underwair,F,,,,,,
underweight,underwaet,,underwaet,T,,,,,,
underwent,underwent,,underwent,T,,,,,,
underwrite,under-riet,,under-riets,F,,,,,,
underwriter,under-rieter,,under-rieter,T,,,,,,
underwriters,under-rieters,,under-rieters,T,,,,,,
underwrites,under-riets,,,NA,,,,,,
underwriting,under-rieting,,under-rieting,T,,,,,,
underwritten,under-riten,,under-riten,T,,,,,,
underwrote,under-roet,,,NA,,,,,,
undeserved,undezurvd,,undezervd,F,,,,,,
undeserving,undezurving,,undezerving,F,,,,,,
undesirable,undezierabl,,undezierabl,T,,,,,,
undesirably,undezierably,,,NA,,,,,,
undesired,undezierd,,undezierd,T,,,,,,
undeterred,undeturd,,,NA,,,,,,
undid,undid,,undid,T,,,,,,
undisclosed,undiscloezd,,undiscloezd,T,,,,,,
undisguised,undisgiezd,,undisgiezd,T,,,,,,
undisputed,undispueted,,undispueted,T,,,,,,
undisturbed,undisturbd,,undisterbd,F,,,,,,
undo,undo,,undoo,F,,,,,,
undoable,undoable,,,NA,,,,,,
undoes,unduz,,,NA,,,,,,
undoing,undoing,,undooing,F,,,,,,
undone,undun,,undun,T,,,,,,
undying,undieing,,undieing,T,,,,,,
unearned,unurnd,,unernd,F,,,,,,
unearth,unurth,,unerth,F,,,,,,
unearthed,unurtht,,unertht,F,,,,,,
unearthing,unurthing,,,NA,,,,,,
unearthly,unurthly,,unerthly,F,,,,,,
unearths,unurths,,,NA,,,,,,
unease,uneez,,uneez,T,,,,,,
uneasily,uneezily,,uneezily,T,,,,,,
uneasiness,uneezynes,,uneezynes,T,,,,,,
uneasy,uneezy,,uneezy,T,,,,,,
uneconomic,uneconomik,,uneconomic,F,,,,,,
uneconomical,uneconomikal,,uneconomical,F,,,,,,
uneconomically,uneconomikaly,,uneconomicaly,F,,,,,,
unelected,unelekted,,,NA,,,,,,
unemployable,unemployabl,,unemployabl,T,,,,,,
unemployables,unemployabls,,,NA,,,,,,
unemployed,unemployd,,unemployd,T,,,,,,
unemployment,unemployment,,unemployment,T,,,,,,
unenviable,unenvyabl,,unenviabl,F,,,,,,
unenviably,unenvyably,*,,NA,,,,,,
unethical,unethikal,,,NA,,,,,,
unethically,unethikaly,,,NA,,,,,,
uneven,uneeven,,uneeven,T,,,,,,
unevenly,uneevenly,,,NA,,,,,,
uneventful,uneventful,,,NA,,,,,,
uneventfully,uneventfuly,,,NA,,,,,,
